20
36 311
98 15 808
99 15 797
17 16 228
16 18 337
19 16 874
21 16 440
22 16 404
16 23 832
16 25 397
27 16 566
28 16 867
16 29 338
30 16 459
16 31 531
16 33 49
34 16 134
35 16 7
16 36 427
38 16 600
16 39 512
41 16 414
16 42 978
16 43 577
16 44 521
45 16 440
46 16 220
16 47 797
16 48 349
16 49 836
50 16 662
16 51 452
52 16 956
53 16 649
16 55 386
56 16 425
57 16 649
59 16 790
16 60 335
61 16 555
16 62 910
16 63 299
16 64 367
65 16 918
16 66 622
68 16 101
69 16 112
70 16 280
16 71 626
72 16 934
16 73 235
74 16 805
76 16 677
77 16 290
78 16 400
79 16 396
80 16 815
16 82 540
16 83 951
84 16 431
85 16 590
16 86 63
87 16 465
16 88 303
89 16 152
16 90 102
16 91 765
16 92 965
93 16 67
16 94 244
16 95 523
16 96 506
97 16 901
16 98 4
99 16 541
17 18 120
19 17 532
20 17 34
17 21 305
17 22 103
23 17 551
17 24 592
25 17 393
17 26 785
17 27 67
17 29 179
30 17 218
17 32 182
33 17 839
17 34 267
35 17 936
36 17 889
37 17 200
17 38 294
40 17 609
41 17 153
42 17 150
43 17 349
44 17 997
17 45 961
46 17 5
47 17 662
17 48 693
49 17 72
17 50 613
17 51 641
17 52 97
17 53 762
54 17 963
55 17 859
56 17 48
57 17 45
17 58 126
59 17 54
60 17 387
17 61 844
62 17 522
17 64 926
17 65 314
66 17 712
68 17 288
69 17 173
70 17 910
17 72 882
17 73 732
17 74 784
17 75 454
17 76 954
17 77 661
78 17 888
79 17 531
80 17 604
17 81 33
82 17 11
17 83 379
17 85 453
86 17 703
17 88 416
89 17 961
90 17 514
17 91 195
92 17 559
93 17 587
17 94 482
17 96 22
99 17 774
18 19 859
20 18 831
21 18 803
22 18 692
18 23 648
18 24 73
25 18 778
26 18 195
27 18 226
18 28 42
29 18 657
30 18 710
18 31 672
18 32 811
34 18 246
18 35 367
36 18 429
18 37 470
18 38 102
18 39 947
40 18 271
18 41 930
18 43 210
45 18 996
46 18 143
18 48 434
49 18 892
18 50 734
51 18 557
18 52 478
18 53 223
54 18 826
18 55 297
18 56 49
57 18 516
58 18 790
59 18 98
18 61 273
18 62 774
18 64 115
18 65 314
18 66 314
67 18 63
18 68 862
69 18 88
71 18 907
18 72 616
18 74 816
18 75 141
76 18 751
77 18 477
18 78 974
79 18 672
18 81 470
18 82 558
18 83 818
84 18 803
85 18 425
86 18 567
88 18 832
89 18 507
91 18 410
18 94 633
95 18 201
97 18 339
18 98 114
20 19 423
22 19 451
23 19 162
19 24 704
25 19 658
26 19 871
27 19 64
28 19 97
29 19 654
30 19 650
31 19 445
32 19 882
33 19 563
19 34 885
19 35 963
19 36 24
19 37 876
19 39 213
19 40 735
19 41 353
19 42 19
44 19 780
45 19 251
46 19 776
19 48 115
19 49 989
19 50 535
51 19 573
52 19 237
53 19 972
54 19 243
55 19 26
56 19 132
57 19 220
58 19 183
19 59 607
19 60 128
19 61 783
19 62 675
63 19 335
19 64 287
19 65 97
19 66 799
19 67 153
68 19 799
19 69 69
70 19 341
19 71 248
19 72 333
73 19 167
75 19 762
19 76 779
19 78 18
19 79 856
80 19 113
81 19 926
19 82 816
83 19 654
19 85 192
19 86 879
87 19 705
88 19 825
89 19 112
90 19 705
91 19 633
93 19 23
94 19 889
19 95 69
96 19 799
19 97 249
19 98 500
21 20 892
22 20 664
20 23 380
20 24 359
20 25 590
20 27 420
28 20 552
20 29 573
20 30 999
31 20 31
32 20 724
34 20 675
20 36 565
37 20 361
20 38 409
20 39 932
40 20 163
41 20 567
43 20 426
44 20 110
20 45 320
20 46 256
20 47 602
48 20 202
50 20 384
20 51 304
20 52 710
20 53 160
54 20 634
56 20 904
57 20 591
20 59 737
60 20 17
61 20 107
62 20 521
20 63 948
64 20 915
66 20 835
20 69 831
70 20 642
20 71 469
72 20 539
20 73 389
20 74 777
75 20 373
76 20 938
20 77 948
78 20 636
80 20 159
81 20 646
82 20 57
83 20 537
84 20 345
85 20 791
86 20 526
20 87 922
88 20 214
89 20 136
90 20 208
20 91 957
20 93 158
20 94 289
95 20 976
20 96 508
97 20 573
20 98 856
99 20 698
22 21 774
21 23 696
24 21 371
25 21 553
27 21 308
28 21 235
29 21 39
32 21 48
21 34 756
21 35 789
21 37 557
21 38 66
21 41 466
42 21 434
21 43 719
44 21 612
21 45 410
21 47 712
48 21 832
21 50 438
21 51 991
21 52 963
21 53 737
21 54 830
55 21 927
56 21 882
21 57 420
21 58 956
21 59 780
21 60 272
21 61 997
21 62 934
63 21 661
64 21 419
65 21 508
21 66 982
67 21 787
68 21 256
21 69 565
21 70 439
21 71 149
72 21 477
73 21 872
21 74 276
21 75 116
21 76 197
77 21 530
78 21 74
21 80 440
81 21 568
83 21 513
85 21 257
86 21 281
87 21 16
21 88 868
21 89 38
90 21 30
21 91 429
92 21 681
21 93 467
94 21 370
95 21 210
21 96 468
21 98 406
21 99 586
22 23 422
22 24 39
22 25 534
27 22 912
22 28 340
22 30 300
22 31 218
32 22 107
33 22 251
35 22 925
37 22 169
38 22 364
39 22 199
22 40 741
22 41 43
22 42 563
44 22 438
45 22 820
47 22 358
22 48 816
22 50 140
22 51 367
53 22 378
22 54 379
22 55 807
56 22 766
57 22 294
58 22 548
22 59 403
22 60 124
61 22 136
62 22 603
22 64 656
65 22 906
22 66 474
67 22 826
22 68 215
69 22 581
22 70 119
71 22 470
72 22 313
22 73 907
22 74 490
75 22 602
22 76 648
77 22 634
78 22 503
22 79 27
80 22 4
81 22 889
82 22 664
22 83 469
84 22 719
22 85 764
86 22 545
22 87 468
22 88 641
22 89 61
22 90 140
91 22 364
92 22 180
93 22 670
22 94 534
22 96 922
22 98 993
99 22 439
23 24 448
23 25 129
26 23 690
23 27 822
23 28 264
23 29 390
30 23 478
23 31 322
32 23 365
33 23 372
23 34 832
36 23 872
23 37 54
23 38 233
39 23 24
43 23 6
44 23 548
23 45 727
46 23 753
23 47 667
23 49 619
23 51 643
23 53 401
54 23 29
56 23 789
23 57 553
58 23 788
23 59 192
61 23 159
23 62 135
23 63 849
23 64 350
23 65 955
66 23 501
67 23 956
23 68 825
23 69 692
70 23 404
71 23 642
23 73 595
23 74 772
23 75 68
23 76 888
77 23 431
23 78 913
79 23 196
80 23 644
23 81 541
23 82 932
23 83 462
84 23 162
23 87 66
23 89 297
23 90 168
23 91 481
23 92 518
93 23 178
94 23 468
96 23 324
97 23 164
98 23 652
23 99 680
24 25 865
24 26 197
24 28 176
24 29 7
30 24 357
31 24 5
32 24 755
33 24 199
35 24 390
36 24 533
24 37 838
24 41 1
24 42 407
43 24 511
44 24 679
24 45 548
24 46 160
49 24 245
24 50 423
24 51 466
52 24 179
53 24 571
54 24 122
55 24 385
57 24 888
24 59 992
24 60 858
61 24 75
62 24 34
24 63 673
64 24 803
24 65 151
66 24 992
24 67 926
68 24 608
69 24 326
71 24 85
72 24 699
24 73 957
24 74 311
24 75 153
76 24 792
24 77 540
78 24 563
24 80 525
24 81 625
82 24 569
83 24 73
84 24 714
24 85 23
88 24 709
24 89 307
90 24 955
24 91 941
24 92 558
93 24 24
24 94 479
24 95 604
24 96 997
97 24 960
98 24 16
24 99 655
26 25 22
25 28 755
25 29 566
33 25 864
25 34 668
35 25 290
36 25 717
37 25 89
38 25 955
25 39 196
40 25 747
25 41 412
25 42 4
43 25 531
44 25 299
25 45 900
46 25 181
47 25 636
25 48 604
25 49 857
50 25 398
51 25 546
25 52 490
53 25 784
54 25 917
55 25 196
56 25 260
25 57 281
58 25 147
25 59 858
25 61 749
62 25 735
63 25 101
64 25 316
65 25 540
66 25 955
25 67 851
68 25 812
25 69 212
25 70 209
25 71 484
25 72 855
25 73 604
74 25 50
25 75 208
25 76 63
78 25 631
79 25 384
25 81 269
25 83 788
84 25 205
85 25 653
25 86 179
25 88 518
89 25 705
90 25 93
92 25 896
25 93 165
25 94 89
25 95 639
96 25 244
25 97 122
98 25 97
99 25 848
26 28 446
26 30 275
31 26 785
26 32 760
33 26 805
34 26 722
35 26 378
26 36 242
26 37 432
38 26 510
26 39 540
40 26 512
42 26 279
26 43 705
26 44 347
26 45 974
26 46 896
26 48 393
26 50 582
51 26 162
26 52 891
53 26 480
26 55 831
26 56 242
26 59 806
61 26 507
26 62 973
26 63 678
26 64 841
65 26 182
26 68 773
26 69 850
26 70 851
71 26 223
26 72 253
73 26 757
75 26 331
76 26 470
26 78 943
79 26 757
26 81 304
83 26 164
26 84 220
85 26 456
26 86 194
26 87 849
26 88 350
26 89 180
90 26 814
91 26 235
26 93 341
26 95 521
26 96 990
97 26 70
98 26 252
26 99 225
27 29 111
31 27 719
32 27 537
33 27 711
34 27 105
27 35 928
37 27 408
27 39 445
40 27 490
27 41 368
27 42 280
27 43 972
45 27 540
27 46 351
27 47 948
27 49 168
27 53 218
27 54 270
27 55 227
27 56 154
57 27 79
27 58 37
59 27 929
60 27 668
61 27 856
62 27 947
27 64 316
27 65 480
27 67 84
69 27 546
71 27 272
73 27 650
27 74 587
75 27 912
27 76 19
27 78 505
27 81 356
82 27 791
83 27 482
84 27 954
85 27 622
27 86 534
27 87 586
27 88 885
89 27 232
90 27 814
91 27 120
27 92 45
27 93 680
94 27 365
27 95 994
96 27 564
27 99 912
28 29 431
30 28 523
31 28 949
28 32 236
28 33 312
34 28 114
35 28 177
28 36 94
37 28 11
28 39 739
40 28 43
41 28 467
42 28 582
28 43 813
28 45 908
28 46 995
47 28 660
48 28 91
28 49 616
28 50 652
51 28 929
52 28 508
28 53 822
28 54 519
28 55 154
56 28 267
57 28 339
59 28 346
60 28 138
28 61 799
63 28 192
28 64 820
65 28 806
66 28 652
28 68 456
28 70 324
71 28 194
73 28 32
28 74 131
75 28 627
76 28 721
28 77 422
28 78 478
28 79 293
28 80 74
81 28 391
83 28 384
84 28 341
85 28 965
86 28 716
28 87 751
28 89 910
90 28 378
28 91 533
28 93 961
94 28 970
95 28 586
28 96 349
97 28 315
28 99 950
29 30 124
31 29 380
29 32 461
29 33 780
29 34 322
35 29 988
29 36 164
29 37 336
29 38 377
29 39 980
40 29 711
29 41 371
42 29 85
43 29 240
45 29 482
48 29 763
49 29 650
50 29 143
51 29 782
29 52 330
53 29 60
54 29 220
55 29 599
29 56 267
29 57 88
29 58 229
29 59 629
29 60 928
61 29 177
29 62 943
63 29 923
64 29 382
29 66 476
29 67 248
71 29 179
29 72 686
73 29 524
29 74 587
75 29 505
29 76 870
77 29 262
78 29 488
29 79 203
80 29 935
29 81 54
82 29 425
29 83 895
29 84 957
29 85 888
88 29 311
89 29 333
29 90 746
91 29 448
29 92 83
93 29 945
29 95 283
29 96 883
29 97 317
98 29 770
99 29 193
31 30 836
32 30 240
30 33 965
30 34 377
30 35 32
36 30 603
30 37 235
30 38 980
30 39 34
30 40 122
30 41 759
30 42 912
43 30 864
30 44 931
30 45 209
30 46 773
47 30 804
30 48 362
30 49 246
52 30 801
53 30 284
30 54 517
56 30 653
30 57 525
58 30 178
59 30 169
60 30 563
63 30 366
64 30 740
65 30 899
30 66 712
68 30 413
69 30 397
30 70 584
30 71 392
30 72 591
74 30 946
76 30 30
77 30 436
78 30 557
30 79 166
30 80 880
81 30 54
82 30 293
85 30 47
30 86 373
30 87 248
30 88 191
30 89 287
90 30 586
92 30 374
93 30 377
30 94 716
30 95 4
30 96 975
97 30 988
30 98 752
30 99 958
32 31 239
31 33 541
31 34 714
35 31 929
36 31 400
37 31 620
38 31 307
39 31 167
40 31 469
31 41 528
42 31 753
31 44 191
46 31 438
31 47 162
31 48 80
49 31 765
31 50 671
31 51 997
52 31 364
31 53 959
31 58 224
31 59 180
31 60 680
61 31 481
62 31 39
63 31 380
31 64 146
65 31 161
31 66 609
31 68 766
69 31 756
31 70 547
31 71 213
73 31 983
31 74 13
76 31 511
31 78 393
79 31 927
31 80 94
31 81 798
31 82 682
31 83 541
31 84 910
31 85 136
86 31 49
87 31 153
31 88 782
31 89 601
31 90 273
91 31 857
31 92 677
31 93 448
94 31 122
31 95 813
96 31 701
31 97 47
31 98 849
99 31 355
32 33 453
32 34 462
35 32 93
36 32 947
38 32 389
39 32 415
40 32 571
32 41 716
42 32 229
43 32 595
32 45 171
46 32 365
47 32 742
32 48 204
32 49 529
32 50 669
32 51 183
53 32 65
54 32 158
55 32 508
56 32 202
32 57 293
32 58 372
32 60 624
32 61 772
32 62 520
63 32 845
64 32 545
65 32 224
32 66 436
32 68 796
32 69 532
32 70 365
32 71 298
72 32 738
73 32 700
32 74 540
75 32 427
32 78 19
32 79 916
81 32 571
82 32 519
32 83 759
32 84 351
32 85 548
32 87 961
88 32 498
89 32 264
90 32 262
91 32 560
92 32 571
32 94 354
95 32 883
32 97 128
32 98 864
32 99 130
34 33 48
35 33 703
33 36 377
37 33 215
33 39 273
33 40 649
41 33 25
33 42 689
43 33 994
33 44 909
33 45 777
46 33 575
33 47 639
48 33 829
51 33 876
53 33 608
54 33 93
33 55 538
33 56 404
33 57 379
60 33 423
33 61 493
62 33 851
63 33 599
64 33 682
33 65 751
33 66 714
33 67 436
33 68 449
33 69 546
33 70 798
33 71 359
33 72 754
73 33 374
33 74 622
33 76 282
33 77 950
33 78 69
33 79 991
80 33 57
33 81 837
82 33 151
33 83 824
85 33 742
33 86 808
33 87 951
88 33 151
89 33 199
90 33 5
91 33 452
33 92 898
93 33 99
94 33 735
95 33 377
97 33 774
98 33 560
33 99 131
35 34 757
36 34 859
34 37 344
38 34 444
40 34 68
41 34 301
34 42 911
34 43 520
34 45 828
46 34 101
34 48 815
49 34 281
50 34 232
51 34 838
52 34 412
54 34 237
34 55 569
34 56 113
57 34 521
34 58 246
34 59 40
34 60 394
34 61 249
34 62 899
34 63 981
64 34 185
65 34 310
66 34 629
67 34 340
34 68 601
34 69 885
70 34 914
34 71 474
34 72 428
74 34 592
75 34 797
34 76 132
34 78 653
34 79 235
34 81 900
34 82 977
83 34 413
84 34 272
34 85 137
34 86 523
87 34 559
34 88 987
34 89 922
34 90 482
34 91 723
92 34 78
93 34 74
94 34 960
34 95 79
34 96 398
97 34 981
98 34 998
35 36 593
35 38 124
39 35 167
35 40 958
35 41 751
42 35 462
44 35 182
35 45 719
46 35 463
47 35 539
35 48 515
49 35 260
50 35 751
51 35 466
35 52 525
53 35 349
54 35 846
55 35 260
56 35 7
57 35 941
35 58 761
35 59 325
60 35 773
61 35 666
62 35 655
35 63 967
35 64 490
35 65 424
68 35 293
69 35 439
35 70 77
71 35 686
72 35 835
35 73 342
74 35 335
35 75 655
76 35 253
77 35 793
35 78 239
79 35 691
80 35 387
35 81 161
35 82 526
35 83 659
84 35 873
35 85 52
35 86 644
87 35 321
88 35 536
89 35 235
35 90 529
35 91 870
35 92 204
35 93 122
94 35 284
95 35 745
35 96 756
97 35 123
98 35 848
35 99 295
38 36 740
36 39 779
40 36 394
41 36 917
36 42 702
36 43 75
36 44 892
45 36 776
36 46 829
47 36 768
36 48 773
49 36 438
50 36 472
51 36 355
36 52 839
53 36 82
36 55 685
57 36 594
36 58 423
60 36 956
61 36 468
62 36 501
36 63 193
36 64 846
65 36 728
36 66 458
67 36 33
68 36 960
69 36 257
36 71 330
36 72 347
75 36 821
36 76 277
77 36 210
78 36 756
79 36 876
36 80 674
81 36 123
36 82 55
83 36 512
36 84 509
36 86 122
36 87 321
36 88 392
89 36 143
90 36 328
93 36 381
94 36 968
36 95 931
96 36 843
97 36 344
98 36 398
36 99 777
38 37 51
37 39 870
37 40 485
41 37 861
42 37 262
37 43 284
37 45 934
37 46 241
37 47 293
49 37 876
50 37 98
52 37 607
53 37 908
54 37 604
37 57 665
58 37 544
59 37 134
37 60 654
61 37 439
62 37 248
37 63 511
64 37 802
37 65 370
66 37 439
37 67 440
37 69 696
70 37 373
71 37 41
37 73 863
37 74 342
37 76 407
77 37 751
37 78 956
37 79 584
37 80 324
37 82 444
83 37 845
37 84 147
37 85 907
88 37 705
37 89 26
90 37 865
91 37 839
37 92 50
93 37 130
94 37 297
37 95 6
96 37 22
37 97 605
98 37 835
99 37 749
40 38 75
41 38 439
42 38 520
43 38 570
38 44 784
38 45 971
38 46 408
38 49 433
50 38 761
38 52 638
53 38 898
54 38 664
38 57 758
58 38 904
59 38 208
38 60 978
61 38 236
38 62 671
63 38 584
64 38 271
65 38 499
38 66 235
67 38 436
38 71 443
38 72 846
73 38 51
74 38 275
75 38 235
38 76 438
77 38 182
78 38 198
79 38 555
80 38 176
38 81 259
82 38 163
38 84 274
85 38 218
38 86 746
38 87 61
38 88 740
38 89 754
38 90 536
38 91 179
38 92 928
38 93 319
38 94 503
38 95 229
96 38 215
38 97 613
99 38 820
39 40 242
39 41 499
42 39 854
39 43 472
39 44 556
39 45 854
39 46 316
47 39 231
39 48 362
39 49 70
39 51 968
39 52 667
39 53 421
39 54 512
39 55 117
39 56 242
57 39 500
58 39 450
39 59 398
60 39 44
61 39 584
62 39 663
63 39 68
64 39 6
39 65 432
66 39 111
39 67 33
39 68 210
69 39 287
39 70 420
39 71 800
72 39 685
74 39 313
39 75 982
39 76 618
39 77 135
39 78 42
79 39 936
39 81 162
82 39 542
39 83 766
39 84 849
85 39 706
39 87 940
39 89 802
90 39 732
39 91 317
92 39 276
93 39 218
94 39 376
39 95 362
96 39 689
97 39 984
39 98 25
39 99 63
41 40 415
40 42 828
43 40 973
40 44 956
45 40 96
40 46 870
47 40 128
48 40 172
49 40 880
50 40 445
51 40 960
40 52 255
54 40 314
55 40 396
40 56 938
40 59 11
40 61 545
63 40 312
40 65 291
40 66 830
40 67 495
68 40 556
40 69 639
73 40 109
75 40 866
40 76 621
40 77 486
78 40 768
40 79 193
80 40 189
83 40 498
85 40 788
40 87 747
40 89 844
40 90 963
40 91 920
92 40 385
94 40 851
40 95 955
96 40 721
97 40 568
40 98 599
99 40 58
42 41 150
41 43 176
41 44 204
41 45 954
48 41 28
50 41 879
51 41 975
53 41 500
41 54 667
41 55 518
56 41 979
41 58 578
41 59 143
60 41 130
61 41 629
41 62 131
63 41 192
64 41 917
65 41 208
66 41 370
67 41 138
68 41 67
69 41 418
71 41 71
41 72 982
73 41 150
74 41 20
41 75 669
41 77 823
78 41 594
41 79 654
81 41 282
41 85 998
86 41 505
87 41 665
88 41 466
41 89 838
90 41 104
41 91 811
41 93 429
94 41 161
41 95 272
41 96 519
97 41 740
41 98 754
41 99 574
42 43 547
42 44 207
45 42 520
46 42 836
48 42 968
42 49 314
50 42 393
53 42 358
54 42 29
55 42 211
56 42 509
42 58 613
59 42 947
60 42 422
42 61 470
63 42 887
64 42 338
42 65 722
66 42 183
67 42 5
68 42 667
69 42 338
70 42 378
42 73 628
42 74 797
42 76 412
77 42 408
78 42 637
79 42 473
81 42 701
82 42 590
42 83 85
84 42 525
85 42 531
42 86 794
42 87 846
42 88 245
42 89 849
90 42 682
42 91 988
42 92 77
93 42 911
42 94 21
95 42 80
96 42 424
98 42 447
44 43 271
43 45 760
46 43 764
43 47 921
48 43 169
49 43 461
50 43 643
43 51 48
43 52 503
43 53 244
43 54 988
55 43 171
56 43 817
57 43 646
58 43 56
43 60 653
61 43 219
62 43 168
63 43 637
43 65 302
43 66 437
43 67 155
68 43 199
71 43 183
72 43 51
43 73 173
43 74 346
43 75 81
77 43 118
78 43 774
43 79 321
43 80 663
43 81 985
82 43 908
43 84 659
85 43 968
43 86 37
87 43 40
88 43 712
43 89 694
90 43 918
43 91 591
92 43 360
43 93 809
43 94 251
96 43 178
43 97 332
43 98 941
99 43 594
44 45 710
46 44 35
47 44 568
48 44 489
44 49 660
44 50 374
51 44 837
44 52 398
54 44 514
55 44 469
56 44 483
57 44 89
58 44 536
59 44 128
44 60 70
62 44 452
44 63 644
64 44 902
44 66 637
71 44 554
72 44 62
73 44 74
74 44 523
75 44 941
44 76 229
77 44 737
78 44 47
44 79 118
44 80 33
44 81 213
82 44 756
44 83 746
84 44 215
85 44 789
44 86 529
44 88 607
90 44 568
91 44 395
44 92 481
93 44 2
94 44 225
95 44 693
96 44 796
44 98 68
44 99 820
46 45 484
47 45 821
48 45 201
45 49 430
45 50 456
45 51 18
52 45 800
53 45 464
54 45 849
55 45 631
56 45 582
58 45 798
45 59 560
45 60 684
62 45 747
63 45 323
45 64 532
45 65 674
45 66 627
67 45 35
68 45 821
69 45 465
45 70 598
71 45 775
72 45 573
73 45 173
45 74 992
45 75 676
76 45 954
45 77 781
45 78 42
45 79 700
80 45 877
45 81 147
45 82 839
83 45 812
45 84 198
85 45 886
86 45 8
45 88 261
45 89 470
90 45 499
45 91 624
45 92 91
93 45 419
45 94 744
45 95 617
96 45 849
97 45 968
98 45 887
99 45 269
47 46 210
46 48 898
49 46 345
51 46 118
46 53 489
55 46 68
46 56 817
46 58 415
60 46 315
62 46 732
46 63 348
46 65 680
46 66 400
46 67 180
46 68 200
46 69 358
70 46 253
71 46 858
72 46 98
46 73 24
74 46 925
75 46 824
46 76 990
46 77 75
78 46 283
46 79 524
46 80 27
82 46 520
83 46 257
84 46 353
46 86 740
46 87 857
88 46 861
89 46 477
90 46 216
91 46 439
92 46 839
93 46 889
46 94 467
95 46 399
46 96 740
97 46 428
46 98 27
99 46 200
47 49 758
47 50 184
51 47 516
52 47 366
47 54 298
55 47 315
57 47 660
58 47 850
47 59 472
60 47 343
47 61 352
62 47 488
47 65 398
47 66 699
47 67 253
69 47 400
47 70 277
47 71 600
47 72 424
47 73 726
74 47 491
47 75 92
76 47 511
77 47 522
79 47 568
47 80 963
47 81 797
82 47 992
83 47 705
47 84 57
47 85 961
47 86 272
47 88 696
47 89 457
90 47 711
91 47 624
47 92 409
47 93 761
47 94 430
47 95 797
47 98 606
48 49 915
48 50 145
48 51 102
52 48 613
48 53 150
48 54 527
55 48 585
48 56 861
57 48 539
48 58 747
59 48 524
48 61 988
62 48 433
48 64 276
48 65 869
48 66 804
48 67 66
48 68 94
69 48 322
70 48 41
71 48 19
72 48 447
73 48 650
74 48 589
48 76 791
77 48 554
48 78 970
79 48 900
48 80 612
48 81 184
48 82 634
48 83 112
48 84 973
48 86 154
87 48 237
88 48 182
48 89 703
90 48 568
91 48 788
92 48 735
93 48 852
48 94 437
95 48 819
96 48 89
97 48 267
98 48 713
99 48 906
49 50 755
51 49 358
49 52 262
49 53 438
54 49 964
49 55 330
49 56 627
49 57 702
49 58 125
59 49 59
60 49 660
63 49 934
49 64 466
65 49 61
66 49 776
49 67 207
49 69 925
49 70 868
49 71 706
73 49 365
74 49 51
49 75 797
49 76 712
78 49 568
49 80 85
49 81 370
82 49 71
83 49 796
49 84 680
85 49 283
49 86 637
87 49 673
49 88 550
49 89 615
49 90 125
91 49 235
92 49 843
49 93 391
95 49 31
96 49 178
97 49 144
99 49 748
50 51 333
50 52 124
53 50 651
50 56 219
50 57 448
50 58 214
50 59 829
50 60 336
61 50 49
62 50 807
63 50 243
64 50 792
65 50 912
50 67 869
68 50 638
50 69 774
70 50 72
50 71 254
72 50 35
73 50 551
74 50 480
75 50 824
77 50 700
50 78 998
79 50 588
50 80 457
81 50 892
82 50 449
50 83 570
84 50 752
86 50 103
50 87 730
88 50 190
50 89 530
90 50 688
91 50 350
50 92 591
50 93 38
50 94 529
95 50 961
50 96 511
97 50 802
50 98 167
50 99 897
52 51 38
54 51 20
55 51 578
51 56 359
51 57 784
51 59 377
60 51 505
61 51 457
51 62 291
51 63 937
64 51 29
65 51 50
51 66 938
67 51 536
51 68 945
69 51 904
51 70 4
71 51 407
51 73 73
51 75 29
51 76 998
78 51 530
51 79 120
80 51 567
81 51 677
82 51 912
83 51 576
51 84 480
85 51 109
86 51 670
87 51 613
88 51 399
51 90 276
51 92 195
93 51 402
94 51 572
51 95 399
96 51 733
98 51 131
51 99 72
52 53 500
52 54 899
52 55 49
56 52 163
57 52 615
52 58 985
59 52 754
52 60 772
61 52 246
62 52 512
52 63 278
64 52 517
65 52 141
66 52 347
52 67 643
70 52 829
71 52 98
72 52 147
52 73 370
75 52 708
52 77 169
52 78 115
52 79 991
52 80 42
52 81 730
82 52 260
83 52 757
85 52 248
86 52 262
52 87 739
88 52 496
89 52 316
52 90 694
52 91 750
92 52 889
52 93 882
96 52 139
52 97 467
52 99 149
53 54 454
55 53 591
53 56 121
53 57 558
58 53 915
59 53 387
53 60 357
53 61 569
62 53 248
63 53 863
53 64 278
65 53 231
53 66 381
53 67 709
68 53 994
69 53 92
53 71 882
53 73 118
74 53 623
75 53 675
53 76 64
77 53 796
53 78 194
79 53 408
53 80 726
53 81 534
53 83 147
84 53 524
53 85 366
86 53 951
53 87 494
88 53 116
89 53 197
53 90 183
53 92 68
94 53 602
95 53 398
96 53 120
53 97 553
98 53 595
99 53 320
54 55 59
54 56 852
57 54 95
58 54 851
54 59 57
54 60 777
61 54 325
63 54 895
64 54 778
66 54 610
54 67 804
68 54 318
69 54 345
71 54 50
54 72 451
74 54 757
75 54 837
54 76 665
54 77 314
78 54 623
81 54 570
54 82 963
83 54 254
54 84 169
54 86 782
87 54 408
54 89 249
90 54 687
91 54 341
92 54 77
54 94 800
95 54 925
54 96 462
97 54 634
98 54 747
99 54 87
55 58 691
59 55 18
55 60 712
62 55 138
55 63 429
64 55 935
65 55 409
55 66 225
67 55 101
68 55 339
69 55 665
70 55 409
55 72 804
73 55 192
55 74 235
55 75 349
76 55 436
55 77 152
78 55 11
80 55 618
81 55 69
82 55 742
83 55 723
84 55 652
85 55 969
55 86 387
87 55 112
55 88 256
89 55 928
90 55 474
91 55 122
92 55 672
55 94 245
55 95 189
55 96 431
55 97 586
99 55 407
57 56 157
56 58 136
56 59 81
60 56 409
61 56 782
56 62 171
63 56 906
64 56 714
56 65 768
56 66 184
67 56 784
56 68 606
69 56 727
71 56 524
56 72 945
56 74 803
56 75 588
56 76 329
56 77 319
56 78 4
79 56 627
56 80 611
81 56 960
56 82 466
84 56 603
86 56 772
56 87 342
88 56 430
56 89 144
90 56 273
56 93 295
56 94 200
56 95 988
96 56 251
56 97 334
56 98 692
56 99 642
58 57 704
59 57 249
57 60 535
61 57 818
62 57 904
57 65 625
57 66 214
57 68 432
57 71 240
57 72 165
73 57 896
57 75 84
77 57 57
78 57 791
79 57 63
80 57 787
81 57 226
57 83 765
85 57 931
86 57 101
87 57 866
57 88 681
57 89 110
57 90 589
91 57 647
92 57 242
93 57 609
57 94 220
57 95 402
57 98 281
99 57 294
58 60 103
61 58 920
63 58 893
64 58 548
58 65 380
66 58 219
58 67 647
68 58 86
69 58 697
58 70 527
58 71 678
72 58 644
58 73 749
75 58 213
58 76 92
58 77 449
58 78 477
79 58 35
58 80 16
83 58 99
58 84 200
58 85 722
86 58 658
87 58 766
88 58 611
58 90 343
58 91 250
92 58 889
58 94 334
58 95 619
58 96 137
58 97 407
98 58 501
58 99 324
59 60 142
61 59 952
59 62 880
59 64 409
59 65 242
66 59 358
67 59 36
68 59 833
59 70 733
72 59 656
59 73 952
74 59 20
59 75 327
76 59 10
59 77 688
79 59 736
59 80 207
81 59 826
82 59 517
83 59 510
59 84 856
59 85 493
87 59 683
88 59 3
59 90 527
91 59 608
92 59 889
59 93 552
94 59 198
59 96 376
59 97 253
98 59 266
99 59 380
61 60 563
60 63 590
64 60 299
60 65 187
60 66 620
60 67 344
60 68 294
69 60 728
70 60 763
60 71 211
72 60 319
60 73 751
74 60 282
75 60 796
76 60 641
60 79 220
80 60 121
